<Trait>	Trait_1_H2_0.25	Trait_2_H2_0.75	Rep
CI_28A	4.92935319315289	3.18656368480409	2
CI_31A	-1.34657239570284	-1.47719595436636	2
CI_3A	0.975626009508917	-0.225443712361964	2
CI_40H	-0.917904571517848	-1.92561930923325	2
CI_540	2.8617423382329	-0.686812770725228	2
CI_64	3.77117866631546	1.10061316440096	2
CI_82B	0.0160863443644302	0.323972682377591	2
CI_90C	-3.29961071593323	0.391002207230555	2
CI_91B	-1.92659888491475	-0.0840256153866239	2
CL17	2.40045736844068	1.24762182456722	2
CL18	4.7604480657258	1.22723864254181	2
CL22	-0.17372588876356	1.13591929494959	2
CL27	-1.09410522858114	-0.593148311218414	2
CM105	1.48407298050065	-1.33632362544578	2
CM37	2.68411223187857	2.80834699252427	2
CM48	3.05096671003579	3.01624020614688	2
CM7	3.42698473401377	-0.844654607436704	2
CM99	0.328617353162806	0.320149667187368	2
CML_108	4.09311719309788	-0.706859498687019	2
CML_144	0.679054104207819	1.53287502454155	2
CML_154Q	-2.33454165056822	1.81847807201583	2
CML_161	2.29983123300834	1.73202405111472	2
CML_176	0.692148053235553	3.08257057847031	2
CML_197	4.0141747633641	0.832250174919623	2
CML_202	0.64128063038719	0.345566248714612	2
CML_216	2.55170162493845	-0.568190315069273	2
CML_218	0.51794521711538	2.02954980285982	2
CML_220	2.72586047731689	1.93458696113477	2
CML_228	1.34272007403289	2.46106245899417	2
CML_247	-0.925296946845538	0.950835693468298	2
CML_251	2.51331549256636	1.84905573287265	2
CML_254	-2.55494579716319	3.98676952177056	2
CML_264	-1.35221885405617	2.88051220515256	2
CML_277	2.57933198208873	1.45738441892949	2
CML_287	1.20677164321283	2.64919514688625	2
CML_312	4.50529000539202	2.07906376222912	2
CML_322	-2.00251328987793	0.557551563337403	2
CML_323	1.34086962765391	2.67267750871779	2
CML_376	0.362112272059391	0.324518814157599	2
CML_387	1.26927382934248	1.58215431555644	2
CML_395	0.876655455993154	-1.49321104206427	2
CML_421	-5.5687118899321	1.32579324182558	2
CML_444	1.1272983784042	2.25752194833232	2
CML_448	0.384356889838112	0.156255152609693	2
CML_451	-2.29141870848508	3.26543525119331	2
CML_465	2.69007748430416	2.32928316342755	2
CML_488	5.92143121091593	2.28358705354558	2
CML_491	3.94087048657243	1.41303016274468	2
CML_496	6.21458817013639	1.83180945603414	2
CML_504	5.96437734598534	1.72180815114226	2
CML_505	-0.193254144068558	3.55267198800025	2
CML_509	0.489817704296332	1.06269784953371	2
CML_511	1.56541277025859	0.900245423830432	2
CML_52	4.28638076462731	1.78225708058236	2
CML_91	1.70798816415468	1.42075049997338	2
CMV3	-1.68840129044981	1.98469075502146	2
CO106	3.92971990391336	0.029296722094998	2
CO117	-6.0424280353669	-2.58220610290419	2
CO125	3.78432312193821	-0.65185217579046	2
CO158	-4.60194160359232	-2.10477279514334	2
CO192	-6.54489260241513	-2.12525396944531	2
CO216	-1.05507955981123	1.58221335976351	2
CO236	-5.56194885917546	-0.912756459885487	2
CO237	-1.66062142755421	0.605416964440599	2
CO245	-6.6522142766268	-2.27568743641859	2
CO255	5.1303003157312	1.44771277025367	2
CO256	0.183182821196016	2.54760571240446	2
CO257	-0.236330009061651	-0.570643515537614	2
CO258	-0.117996422928189	-0.0169783139083263	2
CQ702RC	-1.86772456479341	-0.537886393843918	2
CQ806	-1.82812230886966	-4.61890107394674	2
CR_22_INBRED	-3.0860510241758	-1.17152765903997	2
CR14	-1.31496502370783	-1.54057371550849	2
CR1HT	0.534334940422892	-1.06679470993311	2
CS405	-1.83474570089118	-1.26338229663209	2
CS608	0.997048624526336	1.1832255225145	2
CSJ3	-3.19182291678325	-0.160020372111424	2
DE1	-0.617859430543345	0.985638286006509	2
DE2	0.489315293547561	-1.12072602873585	2
DE3	3.18744683477257	2.17640920444605	2
DE4	-4.01190925739604	0.259727382069934	2
DE811	0.53923109414731	1.40994818168519	2
DJ7	0.773624527252516	-1.20075859472331	2
DK29MIBZ2	-5.10594457495777	-1.13871782535924	2
DK2FACC	1.26064042280628	-0.112613487101796	2
DK2FADB	0.649087072248436	-1.35144684179937	2
DK2MA22	1.27696463523387	0.519717483842018	2
DK2MCDB	1.42904850453708	0.331190583641228	2
DK3IBZ2	2.59176840345484	1.49361575114076	2
DK3IIH6	1.66046671150688	-0.0832139685132339	2
DK3IJI1	-5.0992558962083	-2.56097594563757	2
DK4676A	-1.06730349237262	0.230799468272597	2
DK6F545	-1.04620528120029	1.00075304558386	2
DK6F629	-3.85813650222196	-1.22964602452544	2
DK6M502	-0.975965150630065	2.13932246538473	2
DK6M502A	-0.0719814444654467	1.81010264341665	2
DK78002A	0.699032898632442	1.85919781769177	2
DK78004	2.41829067248632	0.83170968176659	2
DK78010	1.11282002932005	-0.614585511684984	2
DK78371A	1.53406062589009	2.64470546567028	2
DK78551S	-3.44609820242479	-3.44278512686932	2
DK83IBI3	-3.93784568492947	-2.00747720419432	2
DK84BRQ4	1.84432434834284	-1.88658850842631	2
DK84QAB1	-1.23768575283262	-3.34109273071695	2
DK87916W	0.660872907368904	3.05866523569162	2
DK8F196	-1.67130678020844	-0.914779329748307	2
DK8M116	-4.86941997705618	-0.0576131951332075	2
DK8M129	-2.33912798230091	-1.85498425435669	2
DK91IFC2	-2.82579849429035	-0.562744295262699	2
DKAQA3	5.3079479982931	0.847263151186017	2
DKF118	0.366807292275642	0.901882027488614	2
DKF274	2.54437113822891	-0.105636728430809	2
DKFBHJ	2.31674282311654	0.434545091542445	2
DKFBLA	2.28839468150898	-0.632640948763863	2
DKFBLL	1.87720536767235	-0.511384056158003	2
DKHB8229	2.1084620097936	-0.406216180949134	2
DKHBA1	-2.10684874310705	-1.936639322838	2
DKIB014	-3.29870787345749	-1.67535812997558	2
DKIB02	-3.11061898372424	-0.940023314500414	2
DKIBB14	-1.25600769280941	-1.81779192199152	2
DKIBB15	-4.66207699825307	-2.3970447895762	2
DKIBC2	-0.392019938343501	-2.44604168127545	2
DKLIBC_4	3.90975335141815	0.849387281644373	2
DKMBNA	-6.27213194239069	-2.96564479251959	2
DKMBPM	-0.797543332445408	0.141082268850634	2
DKMBST	-0.664253322587843	-0.116530290437582	2
DKMBUB	-3.12012515985061	-0.887415167445239	2
DKMBWZ	0.28583128531321	-1.90169503086893	2
DKMBZA	1.00870082851753	0.318313516955811	2
DKMDF-13D	-0.316009738295168	1.4255321029175	2
DKMM402A	2.55323704368505	-1.8533408074222	2
DKMM501D	-2.3290268985568	-1.7504769391749	2
DKNL001	1.02793712735085	-1.35277243950793	2
DKPB80	-1.81824489321299	-0.325996805804231	2
DKWDAD1	-2.76307728514901	-1.64037575684835	2
E2558W	2.47935653904908	0.401158384198591	2
E8501	-3.73649521965404	0.525522482321486	2
EAST_028	-0.284465471905094	0.354631724992183	2
Eng-Li_Chih	-1.96241119950455	0.843104166858396	2
EP1	-2.97146057140314	-2.15659300705021	2
F115	-3.1794622986575	-1.53008837279438	2
F2	2.38943718719853	1.02100626477493	2
F2834T	-2.12132885164266	1.97281121507929	2
F42	-2.91242574801602	-1.97017778191696	2
F431	3.73462237242927	2.45991318268407	2
F44	-1.80247837078861	3.05797694813029	2
F7	1.80117556962258	2.05238891929681	2
FC46	3.48149070552005	0.80985309656202	2
Fe	-2.40943855098664	-1.83430418579766	2
FR19	-1.6161996344213	0.357537322665344	2
G22_T122	-0.604890383560323	-1.4113752251777	2
G3_T5a	0.453150132318939	3.47443507520903	2
GE129	2.44805460469769	-0.797183303284912	2
GE54	-1.10227468405796	0.841332454201652	2
H105W	7.13907161851163	-0.122727536058638	2
H110	0.79082343241489	1.85068823830162	2
H113	-1.04380216606882	0.595441673938726	2
H114	4.58282995731343	2.44520957264404	2
H121	0.58300516621702	0.878077629579589	2
H122w	4.73411124553627	3.18996573999161	2
H124w	4.32391966747384	0.0649804003543256	2
H14	0.757281360557816	2.35247198372794	2
H49	-1.69367089282714	-1.79704194278437	2
H5	3.77778648031431	0.701442214108199	2
H52	0.644422547740741	0.867084948897784	2
H71	-2.31796827068652	0.312968676230625	2
H84	-1.24954564525543	1.33145472357092	2
H91	-2.50397422705853	-0.731693042794718	2
H95	4.33148766421773	-1.07518531401046	2
H96	-2.43245123690551	-3.09431961714751	2
H99	-2.125947322174	-0.434833201712371	2
Hi26	5.08672911822165	2.00450746004768	2
Hi28	3.96062538543465	0.997734139482256	2
HP301	3.01738166057482	0.345190959048049	2
HP72-11	0.250232235899618	2.6321861855927	2
Huanyao	0.113844021940118	1.04256215677306	2
Huobai	1.11219530483391	0.640481938223606	2
I11.12E	-3.55098557171345	-1.75376027316264	2
I159	3.3920991965865	2.66558900902146	2
I205	-3.04356283606408	-1.18830112532378	2
I224	-3.72053916773811	1.09673941147054	2
I29	-1.70063602057572	1.9762355933937	2
IA2132	0.833307685204936	-1.83706902407287	2
Ia453	-0.0707213764199488	-0.813957234806821	2
Ia5125B	0.613237523234133	1.22965337438313	2
ICI_193	-2.73466164452638	-2.15127168725509	2
ICI_441	1.60685671755159	-0.181108362748571	2
ICI_581	4.4431559088686	2.45847963056707	2
ICI_740	-1.61475108159759	-0.803492992583191	2
ICI_893	6.49369828535745	-0.254878657369372	2
ICI_986	-1.10383617548385	-0.551923585409266	2
IDS28	2.14239573388234	0.373702754603348	2
IDS69	2.37863271440997	1.74275016729428	2
IDS91	-0.0475175157735408	1.77511155239593	2
Il_101T	2.20900094244523	-0.207168803886076	2
Il14H	3.97148752313327	0.492839143106841	2
Il778d	1.99917591721266	0.142275645560186	2
Ill.Hy	-0.449807067475543	-1.37138617572143	2
INB_101LFY/LFY_(A632_X_M16_S5)	-1.22851895817078	0.310832754852766	2
INBRED_100	-0.595666989045477	1.3285536558534	2
INBRED_109	-6.09963028400412	0.285401731093766	2
INBRED_141	2.14558911502178	-1.44036180938087	2
INBRED_2-687	3.72573451253369	4.01027118231303	2
INBRED_305	3.75757683825888	1.54224670889645	2
INBRED_309	0.868999814949234	1.879947432629	2
INBRED_321	-0.499599315886193	1.02431514265126	2
J47	-2.36195159170289	0.864101268154801	2
J8606	-1.61850739122046	-2.82213472129621	2
K148	-1.24714948733782	0.81823396136359	2
K150	1.82839091093637	1.20780541869725	2
K155	-1.54802238386783	-0.50634477715013	2
K201	1.67844384280444	0.191240459768813	2
K4	-0.466564063729234	-2.92973470934638	2
K41	-0.288478858709155	-0.183481066418764	2
K47	1.79672626235897	2.85205075578011	2
K55	0.908368539929988	1.88059691708225	2
K64	3.94715506206536	1.31417244338305	2
Ki11	-1.05808684622358	0.697198536371862	2
Ki21	2.14578952584728	1.61034468154789	2
Ki3	4.29493373206762	3.28766364989137	2
Ki43	2.47956633306596	3.83560266008691	2
KO679Y	-1.78928741346014	0.311933052272376	2
KUNG-70	3.22692853650571	-1.22031923993032	2
Ky21	-1.39678030325944	0.0632956552958283	2
Ky226	0.328915055870426	1.13925529954478	2
Ky228	3.62973916075795	1.84552998241806	2
L_127	0.755131251576696	-1.48665560344135	2
L_135	-2.77204567998711	-1.08089591733308	2
L_139	1.07480107788018	-0.272144395568022	2
L_155	-2.17582591722728	-2.7250903028874	2
L_289	-0.34755562689395	0.231116816521607	2
L222	-2.92613421514427	-1.70264177647765	2
L317	3.2810465968505	2.18610355877661	2
LE23	-2.32731238273617	-0.871049620469483	2
LH1	2.3039580418993	0.692225956140198	2
LH119	-1.04896343537848	-0.595421918209108	2
LH123HT	-0.0719872419006868	-0.707516849546918	2
LH127	-0.678533253298678	-2.21460772641942	2
LH128	-3.29506038420883	-0.494590324001081	2
LH132	1.00172504790535	-0.0702868264672376	2
LH143_(Maintainer)	3.14929272773274	-0.0301805195496731	2
LH143_CMS	-2.49446377321916	-1.43930537497505	2
LH145	-1.77672191159383	-0.355315048427106	2
LH146Ht	3.76113001149391	-0.340667309378308	2
LH149	1.59847716342044	-0.411247829682329	2
LH150	-1.06591198674659	-2.08659700105728	2
LH156	-3.01747966513338	-1.39765881413126	2
LH159	1.44660719198966	0.249291031194408	2
LH160	-5.2697977117949	-2.78920935730457	2
LH162	-1.6571641259707	1.78464103129317	2
LH163	-0.695713226721511	-2.72746793583845	2
LH164	-0.990640813568563	0.959226384390831	2
LH165	-0.45551048123669	-0.327700158911975	2
LH166	-0.805739228617046	-0.503819407882613	2
LH167	0.503853343586076	-1.45451994989379	2
LH169Ht	3.41968226619809	1.78425516620175	2
LH172	-2.19150179819967	-0.312311783644079	2
LH175	0.673157018451149	2.60729305991797	2
LH181	-2.28883181172608	-2.26710593286845	2
LH183	-7.19457801305945	-0.263312856885552	2
LH184	-3.92273421326833	-2.15472417831603	2
LH185	-1.47793600430956	0.114270716813337	2
LH186	1.54089212687165	-1.26226167875335	2
LH188	-0.995301020455441	1.8379085911752	2
LH189Ht	-2.67710000495756	-1.4489782517323	2
LH190	-3.33324295219273	-1.4048837929637	2
LH191	-0.724464269239795	-0.28523849682286	2
LH192	-1.75331938627826	-2.07597541807472	2
LH193	1.16291428158219	-0.134858094847198	2
LH194	-0.93384906967071	-0.314653848950371	2
LH195	3.34630951356742	-0.918167038770663	2
LH196	2.60759118617587	-2.12225895222163	2
LH197	3.85841672610439	0.22043507931511	2
LH198	-1.08098953527046	-2.22270596831031	2
LH199	1.639827311518	-0.243315599349284	2
LH200	-3.45467779782178	0.529277314885683	2
LH202	-0.667811306604564	-2.50404478021359	2
LH204	4.80315317382066	0.0498882117667202	2
LH205	4.79911472378422	1.95143646261057	2
LH206	-1.94807040658271	1.02135306112513	2
LH208	-0.919969154375243	-0.303966573919317	2
LH209	0.96841780332459	-1.79036192691596	2
LH210	-3.59665512029781	-1.59486132269156	2
LH211	-1.38358236623175	-2.46839122998355	2
LH212Ht	-1.53822114851214	-0.875771458136896	2
LH213	-0.295154977134972	-0.914600782428291	2
LH214	-3.07985410956219	-1.97874566576325	2
LH215	-0.0138092303972641	-1.64033095504097	2
LH216	2.02331594282638	-3.54078331057542	2
LH217	-1.61356171366687	-0.845412060404854	2
LH218	-3.41169085738824	-4.04124669430746	2
LH220Ht	-3.12585869775404	0.84652441814962	2
LH222	-1.55512622199808	0.759714147801775	2
LH223	-0.435460397079778	-1.02710821758946	2
LH224	1.6646993009946	1.05193484748237	2
LH225	-0.537263728975838	-0.28545182086512	2
LH231	5.6735729382898	2.26283488142179	2
LH250	-0.884302587636453	-1.53183360863723	2
LH252	4.49711983364555	0.79860340660914	2
LH260	-1.26481795108817	-2.86732067217224	2
LH284	-0.502056882103453	-1.91275355796613	2
LH299	-1.7717538686908	-2.51053987537333	2
LH38	2.67856701838498	-1.49167128373772	2
LH39	0.527814724006572	1.81687600668303	2
LH51	-2.38751361726048	-2.02132922543976	2
LH52	-4.63865151464604	-1.42954359573939	2
LH54	-3.73099237377316	-1.35083118243283	2
LH57	1.68518717007429	-0.793844939420534	2
LH59	1.37111733326011	-1.73999471588027	2
LH60	0.0357213613923591	-1.21323794171118	2
LH61	-3.86615189995525	-1.51396050556503	2
LH74	-0.867161032618834	1.6337854849401	2
LH82	2.88245093956696	1.9607912746372	2
LH85	1.89843828576138	-0.995856475644576	2
LH93	-0.146539398179808	-2.77250864813737	2
LP1_NR_Ht	-2.57334560242921	-0.592559698273044	2
Lp215D	-1.02178515458933	-1.38090759417547	2
LP5	-0.00684548662630724	-2.3638742629539	2
M14	-5.6623425815866	-2.80691608735645	2
M162W	-4.11982251527114	0.65425223821795	2
M37W	3.99421503191333	2.20562877208581	2
MEF156-55-2	1.41501897777031	-0.304368221817595	2
ML606	-0.622371553709164	1.10431525342745	2
Mo13	-4.22272675881033	-2.96785882095506	2
Mo15W	-1.17268867602843	-3.22251540249548	2
Mo16W	-3.52765940048762	0.292103614908697	2
Mo17	-3.23397529408938	-2.80262312908537	2
Mo18W	2.64287636107337	1.53682876122811	2
Mo1W	-0.684900457157945	0.24370166673321	2
Mo23W	1.93885326766372	0.561160652134755	2
Mo24W	-2.12786992558942	-1.28399379672394	2
Mo28W	-1.49761974928215	1.56735041036605	2
Mo3	-6.47514755485537	-1.35585224682657	2
Mo30W	-2.2854068299899	-0.0508057532009821	2
Mo39	1.51463734724401	2.71284612639841	2
Mo44	1.60985744570358	1.57537988206015	2
Mo45	-1.44372990034744	0.939031102359522	2
Mo46	1.05185942280426	1.2922885809901	2
Mo47	4.69723069759428	-2.16202250730315	2
Mo5	5.79291521468799	1.72610409932647	2
Mo7	-3.37410945277992	-0.213714466434795	2
MoG	-2.14980911784876	-0.601289115656745	2
Mp339	1.6783601592519	3.06977064957378	2
MQ305	-0.895100498744387	-2.43899116908072	2
MS106	0.0125910082953478	0.693804118956897	2
MS116	-3.36315524399273	-1.98221785843498	2
MS12	-2.30369229603092	-0.647254468629606	2
MS132	-1.73162876614357	-1.40029055530097	2
MS1334	4.66448951141067	2.76902727431896	2
MS142	0.463318254489113	1.70979029789304	2
MS153	0.727398757986013	2.77606925159379	2
MS200	0.240927860467371	1.19020527043447	2
MS211	0.740048971623426	-0.6980146176372	2
MS221	4.63660680839791	-0.197154219291444	2
MS222	4.48359300748609	-0.761741519861216	2
MS223	-2.23598652538366	0.0253960796371094	2
MS224	-0.746055376559145	0.921669837120099	2
MS225	0.400014758144598	-1.67770121439258	2
MS226	-3.03627672150848	0.0202537783289149	2
MS24A	2.96482936423416	-0.562776282919706	2
MS67	-1.10581667002248	1.17281654683695	2
MS71	-1.38234137753666	-0.695393860263408	2
MS72	-6.58750990593908	-1.52831680417709	2
Mt42	0.308579156380745	0.347677947932036	2
N192	-0.562452912779283	-0.614091527666549	2
N193	-2.83617644404751	-2.22731437767269	2
N197	-2.33477004709225	-2.27691141301577	2
N199	-3.28868656127929	-0.743260501609608	2
N200	-2.29727797718828	-1.28924001042842	2
N201	0.211209307065104	0.291601857826692	2
N209	-2.38985093352128	-2.46011747117843	2
N211	1.90588617346995	-0.4900304395838	2
N215	1.41621467375641	-0.30923516974739	2
N216	-0.595678315795486	-3.34192571114611	2
N217	-1.68291114999925	-0.890922390417094	2
N218	1.59148151033302	-0.278612125558486	2
N28	1.25315098616365	-1.28516222004225	2
N28E	2.48365815864793	2.51516192824459	2
N28Ht	3.24786489940756	-0.729104657774258	2
N501	0.729019386262563	-0.0317611962371167	2
N523	-3.26203703976736	-1.6246082255899	2
N527	2.20345922431548	-0.112533038626209	2
N534	-3.11793176602733	-0.753031890775772	2
N538	-0.94186698794766	-1.40065820513075	2
N540	0.173879380363952	-0.39716787054547	2
N542	-2.69281791051594	-1.30443455858463	2
N545	-1.11052645354747	-1.97365044362786	2
N6	2.41390904307586	-0.509086505091814	2
N7A	-0.948631849062148	-0.795195484057406	2
NC13	0.099962777603364	0.301653187388779	2
NC230	0.0413802391218654	1.1397772284584	2
NC232	-4.19359520212563	-3.03293429678929	2
NC236	0.056432301275876	0.0699837916346531	2
NC250	2.42480910725977	-0.535962727358286	2
NC258	1.59596498561646	-0.97201594973366	2
NC260	1.90869541875981	0.243148581022764	2
NC262	-6.44972150616243	-1.05909932540176	2
NC264	1.11164921767789	0.256222980407433	2
NC290A	-3.97188899185218	0.552449936653062	2
NC294	-0.926701997665232	-1.16936514067382	2
NC298	5.49777186691008	0.395980158237694	2
NC302	1.58359812712804	0.715121979876947	2
NC304	7.04690537383871	2.83169569114772	2
NC306	-0.00301192628243263	-0.000558928453972984	2
NC310	-1.56624772072356	-0.878659674393443	2
NC314	-0.728907367113348	-0.757316544394261	2
NC318	1.47512193251501	2.74853930684735	2
NC324	-2.22551385473692	-0.117799050372413	2
NC326	-1.05340465053622	-0.458568008728135	2
NC328	-7.57562910905955	-0.0157314038493767	2
NC338	0.930638156675988	2.06943755092717	2
NC340	3.40850980090528	1.99616033448823	2
NC342	1.37937929719551	-1.29282862153823	2
NC344	0.495566928122672	-0.809610369596372	2
NC348	1.84275451429802	1.09778939885437	2
NC350	6.06169718197628	0.812381960535902	2
NC356	1.57719022448486	1.21784982472085	2
NC358	0.290628564040667	2.77783724106158	2
NC362	-1.10155283695338	-0.453154081698941	2
NC364	-0.955478762869202	-1.58187656366034	2
NC368	3.07423911719555	-1.08577830827619	2
NC412	-0.647684228616347	0.149215628763163	2
NC472	1.11848183094576	0.975426667624529	2
ND1	-1.85286232446732	-0.501077643339236	2
ND101	-3.13217042563777	0.87536847749498	2
ND167	0.666207264724732	-0.411995436217146	2
ND230	-0.675952080991409	1.19333246755982	2
ND245	3.78640013717218	1.69743250284497	2
ND246	0.852319813383203	1.89589199476949	2
ND247	-2.47490331518459	0.750643734303339	2
ND249	0.975156979535075	0.0313890535417105	2
ND251	-2.84210974523307	-2.57406439986044	2
ND259	-1.14746748314721	1.58258127330973	2
ND260	4.47503964666495	1.83889639037001	2
ND262	2.22203397219014	-0.0729487363938339	2
ND265	-5.25434921925739	-2.64486690924668	2
ND283	-0.275832200775488	1.30987876498981	2
ND287	3.75657783267649	-0.296166158909678	2
NK740	-1.27750817140319	-2.31690940956967	2
NK792	0.499339202602217	0.186508408230378	2
NK794	0.164778527055309	-2.71785131083756	2
NK807	1.57113034964709	0.336228960995271	2
NK907	2.7089605643632	-0.463765540558366	2
NKBCC03	-3.440236973711	-2.13193856411814	2
NKH8431	-0.183949341312626	-1.86184970333125	2
NKNP899	-1.45008707595171	2.67708972891435	2
NKNP901	1.52687183075956	0.376085197948832	2
NO._380	5.68947345537471	2.71298461616281	2
NORTH_7	0.0235472355199397	-0.20804643253867	2
NP87	2.9232984100484	2.26059300985203	2
NQ402	1.94375037944621	-1.41518251293986	2
NQ508	1.32511241898013	-0.332575305657391	2
NS501	1.56751713902244	-0.386243170646493	2
NS701	-2.80582072437116	0.217317314373903	2
NY_159_(Neveh_Yaar)	-3.10380375610848	-0.11305414042173	2
NY_166_(Neveh_Yaar)	-2.0877292568519	-0.976116334559201	2
NY6371	-3.41586615204755	0.425530150127952	2
Ny821	2.01691301720288	-2.69989790235776	2
OC19	2.33560756012849	1.92921913361099	2
Oh1EP	-3.40939330493854	-1.95537652002731	2
Oh3167B	2.45944067984621	0.404492201411489	2
Oh33	-5.10275167817541	-1.76054271300141	2
Oh40B	2.65176733188864	1.45506893490728	2
Oh43	1.49202086529034	1.86082138178774	2
Oh43E	-1.02247510728806	-1.54764233979065	2
Oh603	1.6825734679879	-0.511903458723714	2
Oh7	-1.34643177621017	-1.13080541648189	2
Oh7B	-1.60716925291647	-2.04708511559476	2
OQ101	5.81883655460715	0.385424634318811	2
OQ403	0.427269009827426	-0.616497667701085	2
OQ601	-3.52266207477589	-0.252964074053015	2
OQ603	-2.5227578441991	-2.39872356084068	2
Os420	-1.14152322158429	-1.84482937520945	2
Os426	2.81361649259012	0.613429461884558	2
OS602	-0.457299588548935	-2.58926345956722	2
P39	2.04906437190428	1.63037902647565	2
Pa392	-2.00432792851392	0.0230240607732327	2
Pa405	-3.35110967709002	-1.88101021425003	2
Pa468	-2.17806772434958	-0.34455829995075	2
Pa762	-3.71340731790402	-2.01697646625632	2
Pa778	0.0212776244906465	-0.103481395271236	2
Pa880	1.15319523892001	2.27367926179547	2
Pa891	3.6547583477859	-2.95822762594919	2
Pa91	1.53916490090388	-0.0398601378095865	2
PH207	-1.43653231615763	-1.36016712282574	2
PH5HK	0.333285896878807	1.47848092504325	2
PHAA0	-6.05893578109821	-0.411847327198946	2
PHAW6	-0.434196477387013	-0.444066077423085	2
PHB09	-1.63737363014294	-0.281478423563566	2
PHB47	0.0912369570685294	-1.52034858072598	2
PHBA6	1.14441692539044	-0.891901080414008	2
PHBB3	-4.88390675414934	-0.578389083870465	2
PHBW8	-0.208654147515025	-1.68464316532681	2
PHDD6	1.53056343254301	1.66402183702102	2
PHEG9	0.202898337972229	-0.385092087242206	2
PHEM7	-0.145812603276881	-1.26969120424802	2
PHEM9	-2.96785124023827	-1.86504629640399	2
PHEW7	-1.22338394474642	2.0594064609593	2
PHFA5	1.31648525067209	1.77565766740899	2
PHG29	-3.3324003548515	-2.54547931291811	2
PHG35	-3.78803777509294	-2.94731786669787	2
PHG39	-4.69703216155758	2.36346383436453	2
PHG47	0.478064790126082	1.47980085819367	2
PHG50	-1.37367992038139	-1.81991652517191	2
PHG71	-4.40251818738125	-4.69671743569513	2
PHG72	-5.84215190837242	-0.953584787411269	2
PHG80	1.45588319615624	-1.3100740000214	2
PHG83	-2.16977750994827	-1.11031294549417	2
PHG84	-6.16127140482576	-0.506624648905664	2
PHG86	-0.0991983220481818	0.900029760567197	2
PHGG7	-0.960079775165789	1.78752217206901	2
PHGV6	1.89875871633211	1.00693961041994	2
PHGW7	-2.25396317063084	-2.91782061694989	2
PHH93	-5.78210837393148	-2.69340128461558	2
PHHB4	0.929714446870386	-2.08288373747856	2
PHHB9	1.36321164429696	-0.208286665739386	2
PHHH9	-4.57368790808385	-0.556669672588485	2
PHJ31	-0.743316841108502	-1.86817126572824	2
PHJ33	-1.31107245673566	-1.91179883017379	2
PHJ40	-1.03166786941083	-0.332059266024585	2
PHJ65	-0.576091364498387	1.60705067354427	2
PHJ70	-0.820439929287699	-0.41730633346513	2
PHJ75	-3.14603923802186	-1.52004298303092	2
PHJ89	1.47209146201983	0.906251211123139	2
PHJ90	0.122502593649962	-3.82688917723867	2
PHJR5	-4.58923730923923	-2.52003604065803	2
PHK05	3.86196609663076	0.476461753217051	2
PHK29	-2.02853426827104	-0.229989140599366	2
PHK35	2.68434716344486	-0.0983331236376006	2
PHK42	-1.82979195195427	-1.35009374750387	2
PHK46	2.00314068798715	1.26488892430401	2
PHK56	1.63405794713871	-1.86628652635177	2
PHK74	-3.1147191095413	-1.85060526146942	2
PHK76	-1.60892316827045	0.1152828923269	2
PHK93	-0.274808540759512	0.288803798223706	2
PHKE6	2.54119341407944	0.798771385666519	2
PHKM5	0.214691820044016	0.787726921126743	2
PHM10	-6.32833552027488	-2.61133759000468	2
PHM49	-2.38010988080639	-0.230080732239887	2
PHM57	0.450056440321379	-0.127333052929663	2
PHM81	-5.88545910029363	-1.91822413751947	2
PHMK0	-0.669973333129048	-0.703787329796284	2
PHN11	-1.89697654790146	-1.06965807034383	2
PHN18	-0.684177179104329	3.204765069535	2
PHN34	3.42221061041764	-0.487492548493883	2
PHN41	-3.13495777998922	1.24835835262899	2
PHN46	-3.58707181838119	-2.41315448331999	2
PHN47	1.93110888295278	1.52378908623202	2
PHN66	3.31868940623237	0.820513009669194	2
PHN73	-1.99991340451469	0.275886305572925	2
PHN82	-3.01482009395612	-0.594577218949769	2
PHP02	-2.43327070286429	-1.72422813271012	2
PHP38	-0.125983778424575	0.275404460571274	2
PHP55	-1.31371141616194	-1.78508512664335	2
PHP60	-3.67323252188919	0.598054019494933	2
PHP76	-4.59378409239994	-2.8205079910897	2
PHP85	-5.84064543739899	-1.78170942085882	2
PHPR5	1.37398217070924	-0.925010429128594	2
PHR03	1.28708660727224	-1.96971763852371	2
PHR25	-0.523849124354675	-0.740246501361717	2
PHR31	-1.18446395425209	-1.53274308100751	2
PHR32	5.83845805826512	1.16307542847155	2
PHR36	-4.51153355762638	-2.23174940990328	2
PHR55	1.4054984184375	-0.580788462684842	2
PHR58	5.02294309747937	0.394327918088184	2
PHR61	-4.87564108008264	-2.03683808966239	2
PHR62	-2.42487658790618	-2.7593367092009	2
PHR63	-5.96382037364745	-2.02950336824388	2
PHRE1	2.77053434742396	-0.0804506191249823	2
PHT10	-0.889857061683047	-0.235720890159614	2
PHT11	0.527298592175854	-1.28476532519108	2
PHT22	1.36157040206127	-3.03911933733449	2
PHT47	1.18999001749249	2.17466856795214	2
PHT55	-3.45381297753208	-1.7334073226393	2
PHT60	4.4966556526778	0.81768080259214	2
PHT69	-0.831027578275828	-0.481879329780091	2
PHT73	-4.18922472833738	-1.04676444304443	2
PHT77	-1.36438817630876	-1.52648801895385	2
PHTD5	-1.83367235745496	-1.12912265119268	2
